출발지,도착지,총이동인원수
전라남도 목포시,전라남도 진도군,211
전라남도 목포시,전라남도 함평군,77
전라남도 목포시,전라남도 해남군,341
전라남도 목포시,전라남도 화순군,45
전라남도 목포시,전북특별자치도 고창군,25
전라남도 목포시,전북특별자치도 군산시,102
전라남도 목포시,전북특별자치도 김제시,12
전라남도 목포시,전북특별자치도 남원시,18
전라남도 목포시,전북특별자치도 무주군,1
전라남도 목포시,전북특별자치도 부안군,12
전라남도 목포시,전북특별자치도 순창군,6
전라남도 목포시,전북특별자치도 완주군,18
전라남도 목포시,전북특별자치도 익산시,97
전라남도 목포시,전북특별자치도 임실군,5
전라남도 목포시,전북특별자치도 장수군,1
전라남도 목포시,전북특별자치도 전주시,196
전라남도 목포시,전북특별자치도 정읍시,32
전라남도 목포시,전북특별자치도 진안군,3
전라남도 목포시,제주특별자치도 서귀포시,43
전라남도 목포시,제주특별자치도 제주시,92
전라남도 목포시,충청남도 계룡시,24
전라남도 목포시,충청남도 공주시,21
전라남도 목포시,충청남도 금산군,8
전라남도 목포시,충청남도 논산시,9
전라남도 목포시,충청남도 당진시,39
전라남도 목포시,충청남도 보령시,24
전라남도 목포시,충청남도 부여군,6
전라남도 목포시,충청남도 서산시,23
전라남도 목포시,충청남도 서천군,7
전라남도 목포시,충청남도 아산시,69
전라남도 목포시,충청남도 예산군,5
전라남도 목포시,충청남도 천안시,179
전라남도 목포시,충청남도 청양군,1
전라남도 목포시,충청남도 태안군,8
